Cell	Phase
SA906-A96146A-R09-C38.bam	G1
SA906-A96146A-R09-C39.bam	G1
SA906-A96146A-R09-C40.bam	S
SA906-A96146A-R09-C41.bam	G1
SA906-A96146A-R09-C42.bam	G1
SA906-A96146A-R09-C43.bam	G1
SA906-A96146A-R09-C44.bam	G1
SA906-A96146A-R09-C46.bam	G1
SA906-A96146A-R09-C47.bam	G1
SA906-A96146A-R09-C48.bam	G1
SA906-A96146A-R09-C49.bam	G1
SA906-A96146A-R10-C07.bam	G1
SA906-A96146A-R10-C10.bam	G1
SA906-A96146A-R10-C11.bam	G1
SA906-A96146A-R10-C12.bam	G1
SA906-A96146A-R10-C13.bam	S
SA906-A96146A-R10-C14.bam	G1
SA906-A96146A-R10-C15.bam	G1
SA906-A96146A-R10-C16.bam	S
SA906-A96146A-R10-C17.bam	G1
SA906-A96146A-R10-C18.bam	S
SA906-A96146A-R10-C19.bam	G1
SA906-A96146A-R10-C22.bam	G1
SA906-A96146A-R10-C24.bam	S
SA906-A96146A-R10-C25.bam	G1
SA906-A96146A-R10-C26.bam	G1
SA906-A96146A-R10-C28.bam	G1
SA906-A96146A-R10-C29.bam	S
SA906-A96146A-R10-C30.bam	G1
SA906-A96146A-R10-C31.bam	S
SA906-A96146A-R10-C35.bam	G1
SA906-A96146A-R10-C39.bam	G1
SA906-A96146A-R10-C40.bam	G1
SA906-A96146A-R10-C41.bam	G1
SA906-A96146A-R10-C42.bam	G1
SA906-A96146A-R10-C43.bam	S
SA906-A96146A-R10-C50.bam	G1
SA906-A96146A-R10-C51.bam	G1
SA906-A96146A-R10-C63.bam	S
SA906-A96146A-R11-C07.bam	S
SA906-A96146A-R11-C08.bam	G1
SA906-A96146A-R11-C10.bam	G1
SA906-A96146A-R11-C11.bam	S
SA906-A96146A-R11-C12.bam	G1
SA906-A96146A-R11-C14.bam	G1
SA906-A96146A-R11-C15.bam	G1
SA906-A96146A-R11-C16.bam	G1
SA906-A96146A-R11-C19.bam	G1
SA906-A96146A-R11-C20.bam	G1
SA906-A96146A-R11-C25.bam	G1
SA906-A96146A-R11-C26.bam	G1
SA906-A96146A-R11-C27.bam	G1
SA906-A96146A-R11-C28.bam	G1
SA906-A96146A-R11-C29.bam	G1
SA906-A96146A-R11-C30.bam	G1
SA906-A96146A-R11-C32.bam	G1
SA906-A96146A-R11-C35.bam	G1
SA906-A96146A-R11-C39.bam	G1
SA906-A96146A-R11-C41.bam	G1
SA906-A96146A-R11-C42.bam	G1
SA906-A96146A-R11-C43.bam	G1
SA906-A96146A-R11-C46.bam	G1
SA906-A96146A-R12-C11.bam	G1
SA906-A96146A-R12-C13.bam	G1
SA906-A96146A-R12-C15.bam	G1
SA906-A96146A-R12-C16.bam	S
SA906-A96146A-R12-C17.bam	G1
SA906-A96146A-R12-C18.bam	G1
SA906-A96146A-R12-C21.bam	G1
SA906-A96146A-R12-C22.bam	G1
SA906-A96146A-R12-C26.bam	G1
SA906-A96146A-R12-C28.bam	G1
SA906-A96146A-R12-C31.bam	S
SA906-A96146A-R12-C35.bam	G1
SA906-A96146A-R12-C38.bam	G1
SA906-A96146A-R12-C41.bam	G1
SA906-A96146A-R12-C48.bam	G1
SA906-A96146A-R12-C51.bam	G1
SA906-A96146A-R12-C54.bam	G1
SA906-A96146A-R12-C56.bam	S
SA906-A96146A-R12-C57.bam	S
SA906-A96146A-R13-C07.bam	G1
SA906-A96146A-R13-C08.bam	G1
SA906-A96146A-R13-C10.bam	G1
SA906-A96146A-R13-C11.bam	S
SA906-A96146A-R13-C12.bam	G1
SA906-A96146A-R13-C13.bam	G1
SA906-A96146A-R13-C14.bam	G1
SA906-A96146A-R13-C15.bam	S
SA906-A96146A-R13-C16.bam	G1
SA906-A96146A-R13-C17.bam	G1
SA906-A96146A-R13-C18.bam	S
SA906-A96146A-R13-C19.bam	G1
SA906-A96146A-R13-C20.bam	G1
SA906-A96146A-R13-C21.bam	S
SA906-A96146A-R13-C25.bam	G1
SA906-A96146A-R13-C26.bam	G1
SA906-A96146A-R13-C27.bam	G1
SA906-A96146A-R13-C28.bam	S
SA906-A96146A-R13-C31.bam	S
SA906-A96146A-R13-C32.bam	S
SA906-A96146A-R13-C33.bam	G1
SA906-A96146A-R13-C34.bam	G1
SA906-A96146A-R13-C35.bam	G1
SA906-A96146A-R13-C37.bam	G1
SA906-A96146A-R13-C40.bam	S
SA906-A96146A-R13-C41.bam	G1
SA906-A96146A-R13-C42.bam	G1
SA906-A96146A-R13-C43.bam	S
SA906-A96146A-R13-C44.bam	G1
SA906-A96146A-R13-C45.bam	G1
SA906-A96146A-R13-C46.bam	G1
SA906-A96146A-R13-C48.bam	G1
SA906-A96146A-R13-C49.bam	G1
SA906-A96146A-R13-C50.bam	S
SA906-A96146A-R13-C54.bam	S
SA906-A96146A-R13-C57.bam	S
SA906-A96146A-R13-C60.bam	S
SA906-A96146A-R13-C61.bam	S
SA906-A96146A-R13-C62.bam	S
SA906-A96146A-R14-C10.bam	G1
SA906-A96146A-R14-C11.bam	S
SA906-A96146A-R14-C12.bam	G1
SA906-A96146A-R14-C14.bam	G1
SA906-A96146A-R14-C16.bam	S
SA906-A96146A-R14-C20.bam	G1
SA906-A96146A-R14-C21.bam	S
SA906-A96146A-R14-C24.bam	S
SA906-A96146A-R14-C27.bam	S
SA906-A96146A-R14-C32.bam	S
SA906-A96146A-R14-C35.bam	G1
SA906-A96146A-R14-C38.bam	S
SA906-A96146A-R14-C40.bam	G1
SA906-A96146A-R14-C42.bam	G1
SA906-A96146A-R14-C43.bam	G1
SA906-A96146A-R14-C47.bam	G1
SA906-A96146A-R14-C48.bam	G1
SA906-A96146A-R14-C50.bam	S
SA906-A96146A-R14-C51.bam	S
SA906-A96146A-R14-C52.bam	S
SA906-A96146A-R14-C54.bam	G1
SA906-A96146A-R14-C59.bam	G1
SA906-A96146A-R14-C63.bam	S
SA906-A96146A-R14-C64.bam	S
SA906-A96146A-R15-C09.bam	G1
SA906-A96146A-R15-C13.bam	G1
SA906-A96146A-R15-C14.bam	G1
SA906-A96146A-R15-C15.bam	G1
SA906-A96146A-R15-C16.bam	G1
SA906-A96146A-R15-C20.bam	S
SA906-A96146A-R15-C22.bam	G1
SA906-A96146A-R15-C31.bam	G1
SA906-A96146A-R15-C32.bam	G1
SA906-A96146A-R15-C33.bam	G1
SA906-A96146A-R15-C34.bam	S
SA906-A96146A-R15-C37.bam	S
SA906-A96146A-R15-C39.bam	S
SA906-A96146A-R15-C40.bam	G1
SA906-A96146A-R15-C42.bam	G1
SA906-A96146A-R15-C44.bam	S
SA906-A96146A-R15-C48.bam	G1
SA906-A96146A-R15-C49.bam	G1
SA906-A96146A-R15-C51.bam	S
SA906-A96146A-R15-C52.bam	G1
SA906-A96146A-R15-C55.bam	S
SA906-A96146A-R15-C56.bam	S
SA906-A96146A-R15-C57.bam	G1
SA906-A96146A-R15-C60.bam	S
SA906-A96146A-R15-C61.bam	G1
SA906-A96146A-R15-C62.bam	S
SA906-A96146A-R15-C64.bam	S
SA906-A96146A-R16-C09.bam	G1
SA906-A96146A-R16-C15.bam	G1
SA906-A96146A-R16-C16.bam	G1
SA906-A96146A-R16-C17.bam	G1
SA906-A96146A-R16-C19.bam	G1
SA906-A96146A-R16-C20.bam	S
SA906-A96146A-R16-C28.bam	S
SA906-A96146A-R16-C29.bam	G1
SA906-A96146A-R16-C35.bam	G1
SA906-A96146A-R16-C37.bam	G1
SA906-A96146A-R16-C40.bam	G1
SA906-A96146A-R16-C63.bam	G1
SA906-A96146A-R17-C14.bam	G1
SA906-A96146A-R17-C16.bam	S
SA906-A96146A-R17-C17.bam	G1
SA906-A96146A-R17-C19.bam	G1
SA906-A96146A-R17-C20.bam	S
SA906-A96146A-R17-C24.bam	G1
SA906-A96146A-R17-C25.bam	G1
SA906-A96146A-R17-C28.bam	S
SA906-A96146A-R17-C29.bam	S
SA906-A96146A-R17-C30.bam	G1
SA906-A96146A-R17-C32.bam	G1
SA906-A96146A-R17-C35.bam	G1
SA906-A96146A-R17-C37.bam	G1
SA906-A96146A-R17-C38.bam	S
SA906-A96146A-R17-C40.bam	G1
SA906-A96146A-R17-C41.bam	G1
SA906-A96146A-R17-C57.bam	G1
SA906-A96146A-R18-C08.bam	G1
SA906-A96146A-R18-C09.bam	G1
SA906-A96146A-R18-C11.bam	G1
SA906-A96146A-R18-C13.bam	G1
SA906-A96146A-R18-C15.bam	G1
SA906-A96146A-R18-C16.bam	G1
SA906-A96146A-R18-C21.bam	G1
SA906-A96146A-R18-C22.bam	G1
SA906-A96146A-R18-C26.bam	G1
SA906-A96146A-R18-C28.bam	G1
SA906-A96146A-R18-C29.bam	G1
SA906-A96146A-R18-C30.bam	G1
SA906-A96146A-R18-C31.bam	G1
SA906-A96146A-R18-C32.bam	G1
SA906-A96146A-R18-C35.bam	G1
SA906-A96146A-R18-C37.bam	G1
SA906-A96146A-R18-C39.bam	G1
SA906-A96146A-R18-C41.bam	G1
SA906-A96146A-R18-C42.bam	S
SA906-A96146A-R18-C43.bam	G1
SA906-A96146A-R18-C46.bam	G1
SA906-A96146A-R18-C47.bam	S
SA906-A96146A-R18-C48.bam	S
SA906-A96146A-R18-C60.bam	S
SA906-A96146A-R20-C13.bam	S
SA906-A96146A-R20-C14.bam	G1
SA906-A96146A-R20-C15.bam	S
SA906-A96146A-R20-C17.bam	G1
SA906-A96146A-R20-C22.bam	G1
SA906-A96146A-R20-C23.bam	G1
SA906-A96146A-R20-C24.bam	G1
SA906-A96146A-R20-C25.bam	G1
SA906-A96146A-R20-C29.bam	S
SA906-A96146A-R20-C35.bam	G1
SA906-A96146A-R20-C42.bam	G1
SA906-A96146A-R21-C09.bam	G1
SA906-A96146A-R21-C13.bam	S
SA906-A96146A-R21-C14.bam	G1
SA906-A96146A-R21-C15.bam	G1
SA906-A96146A-R21-C16.bam	G1
SA906-A96146A-R21-C17.bam	S
SA906-A96146A-R21-C21.bam	G1
SA906-A96146A-R21-C22.bam	S
SA906-A96146A-R21-C24.bam	G1
SA906-A96146A-R21-C29.bam	G1
SA906-A96146A-R21-C31.bam	S
SA906-A96146A-R21-C37.bam	G1
SA906-A96146A-R21-C39.bam	G1
SA906-A96146A-R21-C41.bam	G1
SA906-A96146A-R21-C42.bam	G1
SA906-A96146A-R21-C44.bam	G1
SA906-A96172B-R45-C09.bam	S
SA906-A96172B-R45-C13.bam	G1
SA906-A96172B-R45-C15.bam	S
SA906-A96172B-R45-C16.bam	G1
SA906-A96172B-R45-C17.bam	G1
SA906-A96172B-R45-C20.bam	G1
SA906-A96172B-R45-C24.bam	S
SA906-A96172B-R45-C27.bam	G1
SA906-A96172B-R45-C28.bam	S
SA906-A96172B-R45-C29.bam	S
SA906-A96172B-R45-C30.bam	G1
SA906-A96172B-R45-C35.bam	G1
SA906-A96172B-R45-C39.bam	G1
SA906-A96172B-R45-C41.bam	S
SA906-A96172B-R45-C54.bam	G1
SA906-A96172B-R45-C60.bam	G1
SA906-A96172B-R45-C63.bam	G1
SA906-A96172B-R45-C68.bam	G1
SA906-A96172B-R46-C07.bam	G1
SA906-A96172B-R46-C08.bam	G1
SA906-A96172B-R46-C09.bam	S
SA906-A96172B-R46-C11.bam	G1
SA906-A96172B-R46-C12.bam	G1
SA906-A96172B-R46-C13.bam	G1
SA906-A96172B-R46-C19.bam	G1
SA906-A96172B-R46-C21.bam	G1
SA906-A96172B-R46-C22.bam	S
SA906-A96172B-R46-C24.bam	G1
SA906-A96172B-R46-C25.bam	G1
SA906-A96172B-R46-C26.bam	G1
SA906-A96172B-R46-C28.bam	G1
SA906-A96172B-R46-C29.bam	G1
SA906-A96172B-R46-C31.bam	G1
SA906-A96172B-R46-C35.bam	G1
SA906-A96172B-R46-C39.bam	G1
SA906-A96172B-R46-C41.bam	G1
SA906-A96172B-R46-C42.bam	G1
SA906-A96172B-R46-C43.bam	G1
SA906-A96172B-R46-C44.bam	S
SA906-A96172B-R46-C46.bam	G1
SA906-A96172B-R46-C47.bam	G1
SA906-A96172B-R46-C49.bam	G1
SA906-A96172B-R46-C50.bam	S
SA906-A96172B-R46-C51.bam	G1
SA906-A96172B-R46-C52.bam	S
SA906-A96172B-R46-C54.bam	G1
SA906-A96172B-R46-C55.bam	G1
SA906-A96172B-R46-C56.bam	G1
SA906-A96172B-R46-C57.bam	S
SA906-A96172B-R46-C59.bam	G1
SA906-A96172B-R46-C60.bam	G1
SA906-A96172B-R46-C61.bam	G1
SA906-A96172B-R46-C62.bam	G1
SA906-A96172B-R46-C63.bam	G1
SA906-A96172B-R46-C64.bam	G1
SA906-A96172B-R46-C65.bam	G1
SA906-A96172B-R46-C66.bam	G1
SA906-A96172B-R46-C67.bam	G1
SA906-A96172B-R46-C68.bam	G1
SA906-A96172B-R46-C69.bam	S
SA906-A96172B-R46-C70.bam	G1
SA906-A96172B-R47-C09.bam	S
SA906-A96172B-R47-C12.bam	G1
SA906-A96172B-R47-C23.bam	S
SA906-A96172B-R47-C24.bam	S
SA906-A96172B-R47-C35.bam	G1
SA906-A96172B-R47-C40.bam	G1
SA906-A96172B-R47-C41.bam	G1
SA906-A96172B-R47-C46.bam	G1
SA906-A96172B-R47-C48.bam	S
SA906-A96172B-R47-C56.bam	G1
SA906-A96172B-R47-C57.bam	G1
SA906-A96172B-R47-C62.bam	G1
SA906-A96172B-R47-C68.bam	G1
SA906-A96172B-R48-C07.bam	G1
SA906-A96172B-R48-C08.bam	G1
SA906-A96172B-R48-C09.bam	G1
SA906-A96172B-R48-C10.bam	S
SA906-A96172B-R48-C11.bam	G1
SA906-A96172B-R48-C14.bam	G1
SA906-A96172B-R48-C15.bam	G1
SA906-A96172B-R48-C16.bam	S
SA906-A96172B-R48-C17.bam	G1
SA906-A96172B-R48-C19.bam	G1
SA906-A96172B-R48-C20.bam	G1
SA906-A96172B-R48-C21.bam	S
SA906-A96172B-R48-C22.bam	G1
SA906-A96172B-R48-C23.bam	G1
SA906-A96172B-R48-C25.bam	G1
SA906-A96172B-R48-C28.bam	G1
SA906-A96172B-R48-C29.bam	S
SA906-A96172B-R48-C30.bam	G1
SA906-A96172B-R48-C31.bam	S
SA906-A96172B-R48-C32.bam	G1
SA906-A96172B-R48-C35.bam	G1
SA906-A96172B-R48-C38.bam	S
SA906-A96172B-R48-C39.bam	G1
SA906-A96172B-R48-C40.bam	G1
SA906-A96172B-R48-C41.bam	G1
SA906-A96172B-R48-C42.bam	G1
SA906-A96172B-R48-C43.bam	G1
SA906-A96172B-R48-C44.bam	G1
SA906-A96172B-R48-C46.bam	G1
SA906-A96172B-R48-C48.bam	G1
SA906-A96172B-R48-C49.bam	S
SA906-A96172B-R48-C50.bam	G1
SA906-A96172B-R48-C51.bam	G1
SA906-A96172B-R48-C52.bam	G1
SA906-A96172B-R48-C54.bam	G1
SA906-A96172B-R48-C56.bam	G1
SA906-A96172B-R48-C59.bam	G1
SA906-A96172B-R48-C60.bam	G1
SA906-A96172B-R48-C61.bam	G1
SA906-A96172B-R48-C62.bam	G1
SA906-A96172B-R48-C63.bam	G1
SA906-A96172B-R48-C64.bam	G1
SA906-A96172B-R48-C66.bam	G1
SA906-A96172B-R48-C68.bam	G1
SA906-A96172B-R49-C07.bam	G1
SA906-A96172B-R49-C08.bam	G1
SA906-A96172B-R49-C09.bam	G1
SA906-A96172B-R49-C10.bam	G1
SA906-A96172B-R49-C11.bam	G1
SA906-A96172B-R49-C12.bam	G1
SA906-A96172B-R49-C20.bam	G1
SA906-A96172B-R49-C21.bam	G1
SA906-A96172B-R49-C22.bam	G1
SA906-A96172B-R49-C24.bam	G1
SA906-A96172B-R49-C28.bam	G1
SA906-A96172B-R49-C29.bam	G1
SA906-A96172B-R49-C30.bam	S
SA906-A96172B-R49-C31.bam	G1
SA906-A96172B-R49-C35.bam	G1
SA906-A96172B-R49-C37.bam	G1
SA906-A96172B-R49-C39.bam	G1
SA906-A96172B-R49-C40.bam	G1
SA906-A96172B-R49-C41.bam	G1
SA906-A96172B-R49-C42.bam	G1
SA906-A96172B-R49-C43.bam	G1
SA906-A96172B-R49-C44.bam	G1
SA906-A96172B-R49-C47.bam	S
SA906-A96172B-R49-C48.bam	G1
SA906-A96172B-R49-C49.bam	S
SA906-A96172B-R49-C50.bam	S
SA906-A96172B-R49-C51.bam	G1
SA906-A96172B-R49-C54.bam	G1
SA906-A96172B-R49-C56.bam	S
SA906-A96172B-R49-C57.bam	G1
SA906-A96172B-R49-C60.bam	G1
SA906-A96172B-R49-C61.bam	G1
SA906-A96172B-R49-C64.bam	G1
SA906-A96172B-R49-C65.bam	G1
SA906-A96172B-R50-C08.bam	G1
SA906-A96172B-R50-C09.bam	G1
SA906-A96172B-R50-C12.bam	S
SA906-A96172B-R50-C21.bam	G1
SA906-A96172B-R50-C22.bam	G1
SA906-A96172B-R50-C23.bam	S
SA906-A96172B-R50-C24.bam	G1
SA906-A96172B-R50-C25.bam	G1
SA906-A96172B-R50-C28.bam	G1
SA906-A96172B-R50-C29.bam	G1
SA906-A96172B-R50-C32.bam	G1
SA906-A96172B-R50-C35.bam	G1
SA906-A96172B-R50-C38.bam	G1
SA906-A96172B-R50-C41.bam	G1
SA906-A96172B-R50-C43.bam	G1
SA906-A96172B-R50-C44.bam	G1
SA906-A96172B-R50-C48.bam	G1
SA906-A96172B-R50-C49.bam	S
SA906-A96172B-R50-C57.bam	G1
SA906-A96172B-R50-C59.bam	S
SA906-A96172B-R50-C60.bam	G1
SA906-A96172B-R50-C62.bam	G1
SA906-A96172B-R50-C64.bam	S
SA906-A96172B-R50-C70.bam	G1
SA906-A96172B-R51-C09.bam	G1
SA906-A96172B-R51-C19.bam	G1
SA906-A96172B-R51-C21.bam	G1
SA906-A96172B-R51-C22.bam	G1
SA906-A96172B-R51-C24.bam	G1
SA906-A96172B-R51-C25.bam	G1
SA906-A96172B-R51-C28.bam	G1
SA906-A96172B-R51-C31.bam	G1
SA906-A96172B-R51-C32.bam	G1
SA906-A96172B-R51-C35.bam	G1
SA906-A96172B-R51-C37.bam	G1
SA906-A96172B-R51-C41.bam	G1
SA906-A96172B-R51-C42.bam	S
SA906-A96172B-R51-C43.bam	G1
SA906-A96172B-R51-C44.bam	S
SA906-A96172B-R51-C51.bam	G1
SA906-A96172B-R51-C54.bam	S
SA906-A96172B-R51-C57.bam	G1
SA906-A96172B-R51-C59.bam	S
SA906-A96172B-R51-C61.bam	G1
SA906-A96172B-R51-C64.bam	G1
SA906-A96172B-R51-C66.bam	G1
SA906-A96172B-R52-C07.bam	G1
SA906-A96172B-R52-C09.bam	G1
SA906-A96172B-R52-C10.bam	G1
SA906-A96172B-R52-C12.bam	G1
SA906-A96172B-R52-C13.bam	G1
SA906-A96172B-R52-C14.bam	G1
SA906-A96172B-R52-C18.bam	G1
SA906-A96172B-R52-C20.bam	G1
SA906-A96172B-R52-C21.bam	G1
SA906-A96172B-R52-C22.bam	G1
SA906-A96172B-R52-C23.bam	S
SA906-A96172B-R52-C24.bam	G1
SA906-A96172B-R52-C25.bam	G1
SA906-A96172B-R52-C26.bam	G1
SA906-A96172B-R52-C28.bam	G1
SA906-A96172B-R52-C29.bam	G1
SA906-A96172B-R52-C32.bam	G1
SA906-A96172B-R52-C35.bam	S
SA906-A96172B-R52-C39.bam	S
SA906-A96172B-R52-C40.bam	G1
SA906-A96172B-R52-C41.bam	G1
SA906-A96172B-R52-C43.bam	G1
SA906-A96172B-R52-C44.bam	G1
SA906-A96172B-R52-C46.bam	G1
SA906-A96172B-R52-C48.bam	G1
SA906-A96172B-R52-C49.bam	S
SA906-A96172B-R52-C56.bam	G1
SA906-A96172B-R52-C57.bam	G1
SA906-A96172B-R52-C62.bam	G1
SA906-A96172B-R52-C64.bam	G1
SA906-A96172B-R52-C66.bam	G1
SA906-A96172B-R52-C69.bam	G1
SA906-A96172B-R53-C07.bam	S
SA906-A96172B-R53-C08.bam	G1
SA906-A96172B-R53-C09.bam	G1
SA906-A96172B-R53-C13.bam	G1
SA906-A96172B-R53-C19.bam	S
SA906-A96172B-R53-C20.bam	G1
SA906-A96172B-R53-C21.bam	G1
SA906-A96172B-R53-C23.bam	G1
SA906-A96172B-R53-C24.bam	G1
SA906-A96172B-R53-C27.bam	G1
SA906-A96172B-R53-C28.bam	G1
SA906-A96172B-R53-C29.bam	G1
SA906-A96172B-R53-C30.bam	G1
SA906-A96172B-R53-C31.bam	G1
SA906-A96172B-R53-C32.bam	G1
SA906-A96172B-R53-C34.bam	S
SA906-A96172B-R53-C35.bam	G1
SA906-A96172B-R53-C37.bam	G1
SA906-A96172B-R53-C39.bam	G1
SA906-A96172B-R53-C41.bam	G1
SA906-A96172B-R53-C42.bam	G1
SA906-A96172B-R53-C43.bam	G1
SA906-A96172B-R53-C44.bam	G1
SA906-A96172B-R53-C46.bam	G1
SA906-A96172B-R53-C47.bam	G1
SA906-A96172B-R53-C48.bam	G1
SA906-A96172B-R53-C49.bam	G1
SA906-A96172B-R53-C51.bam	G1
SA906-A96172B-R53-C52.bam	G1
SA906-A96172B-R53-C54.bam	G1
SA906-A96172B-R53-C55.bam	G1
SA906-A96172B-R53-C56.bam	G1
SA906-A96172B-R53-C57.bam	G1
SA906-A96172B-R53-C59.bam	G1
SA906-A96172B-R53-C60.bam	G1
SA906-A96172B-R53-C61.bam	G1
SA906-A96172B-R53-C62.bam	G1
SA906-A96172B-R53-C63.bam	G1
SA906-A96172B-R53-C64.bam	S
SA906-A96172B-R53-C65.bam	S
SA906-A96172B-R53-C66.bam	G1
SA906-A96172B-R53-C67.bam	S
SA906-A96172B-R53-C68.bam	G1
SA906-A96172B-R53-C70.bam	G1
SA906-A96172B-R54-C08.bam	G1
SA906-A96172B-R54-C09.bam	S
SA906-A96172B-R54-C17.bam	G1
SA906-A96172B-R54-C22.bam	G1
SA906-A96172B-R54-C24.bam	G1
SA906-A96172B-R54-C25.bam	G1
SA906-A96172B-R54-C28.bam	G1
SA906-A96172B-R54-C29.bam	G1
SA906-A96172B-R54-C30.bam	G1
SA906-A96172B-R54-C31.bam	G1
SA906-A96172B-R54-C32.bam	G1
SA906-A96172B-R54-C35.bam	G1
SA906-A96172B-R54-C37.bam	G1
SA906-A96172B-R54-C41.bam	G1
SA906-A96172B-R54-C43.bam	G1
SA906-A96172B-R54-C44.bam	G1
SA906-A96172B-R54-C47.bam	G1
SA906-A96172B-R54-C63.bam	G1
SA906-A96172B-R55-C13.bam	G1
SA906-A96172B-R55-C16.bam	S
SA906-A96172B-R55-C17.bam	G1
SA906-A96172B-R55-C24.bam	G1
SA906-A96172B-R55-C25.bam	G1
SA906-A96172B-R55-C35.bam	G1
SA906-A96172B-R55-C41.bam	S
SA906-A96172B-R55-C43.bam	G1
SA906-A96172B-R55-C46.bam	G1
SA906-A96172B-R55-C56.bam	S
SA906-A96172B-R55-C57.bam	G1
SA906-A96172B-R55-C66.bam	G1
SA906-A96172B-R56-C07.bam	G1
SA906-A96172B-R56-C09.bam	G1
SA906-A96172B-R56-C12.bam	G1
SA906-A96172B-R56-C13.bam	G1
SA906-A96172B-R56-C15.bam	G1
SA906-A96172B-R56-C17.bam	G1
SA906-A96172B-R56-C22.bam	G1
SA906-A96172B-R56-C28.bam	G1
SA906-A96172B-R56-C29.bam	G1
SA906-A96172B-R56-C32.bam	G1
SA906-A96172B-R56-C39.bam	G1
SA906-A96172B-R56-C40.bam	G1
SA906-A96172B-R56-C41.bam	G1
SA906-A96172B-R56-C42.bam	G1
SA906-A96172B-R56-C54.bam	G1
SA906-A96172B-R56-C55.bam	G1
SA906-A96172B-R56-C56.bam	G1
SA906-A96172B-R56-C57.bam	G1
SA906-A96172B-R56-C60.bam	G1
SA906-A96172B-R56-C64.bam	S
SA906-A96172B-R56-C67.bam	G1
SA906-A96172B-R56-C68.bam	G1
SA906-A96172B-R57-C07.bam	G1
SA906-A96172B-R57-C08.bam	G1
SA906-A96172B-R57-C09.bam	G1
SA906-A96172B-R57-C12.bam	G1
SA906-A96172B-R57-C13.bam	G1
SA906-A96172B-R57-C14.bam	G1
SA906-A96172B-R57-C16.bam	G1
SA906-A96172B-R57-C17.bam	S
SA906-A96172B-R57-C20.bam	G1
SA906-A96172B-R57-C21.bam	G1
SA906-A96172B-R57-C24.bam	G1
SA906-A96172B-R57-C25.bam	G1
SA906-A96172B-R57-C26.bam	G1
SA906-A96172B-R57-C27.bam	G1
SA906-A96172B-R57-C28.bam	G1
SA906-A96172B-R57-C30.bam	G1
SA906-A96172B-R57-C31.bam	G1
SA906-A96172B-R57-C32.bam	G1
SA906-A96172B-R57-C35.bam	G1
SA906-A96172B-R57-C39.bam	G1
SA906-A96172B-R57-C40.bam	G1
SA906-A96172B-R57-C41.bam	G1
SA906-A96172B-R57-C43.bam	G1
SA906-A96172B-R57-C44.bam	G1
SA906-A96172B-R57-C46.bam	G1
SA906-A96172B-R57-C49.bam	G1
SA906-A96172B-R57-C51.bam	S
SA906-A96172B-R57-C54.bam	G1
SA906-A96172B-R57-C60.bam	G1
SA906-A96172B-R57-C64.bam	S
SA906-A96172B-R59-C08.bam	G1
SA906-A96172B-R59-C13.bam	G1
SA906-A96172B-R59-C16.bam	G1
SA906-A96172B-R59-C22.bam	G1
SA906-A96172B-R59-C28.bam	G1
SA906-A96172B-R59-C32.bam	G1
SA906-A96172B-R59-C41.bam	G1
SA906-A96172B-R59-C43.bam	G1
SA906-A96172B-R59-C44.bam	G1
SA906-A96172B-R59-C46.bam	G1
SA906-A96172B-R59-C47.bam	G1
SA906-A96172B-R60-C08.bam	G1
SA906-A96172B-R60-C13.bam	S
SA906-A96172B-R60-C17.bam	G1
SA906-A96172B-R60-C23.bam	G1
SA906-A96172B-R60-C28.bam	G1
SA906-A96172B-R60-C41.bam	G1
SA906-A96172B-R60-C46.bam	G1
SA906-A96172B-R60-C57.bam	G1
SA906-A96172B-R61-C08.bam	G1
SA906-A96172B-R61-C09.bam	G1
SA906-A96172B-R61-C13.bam	G1
SA906-A96172B-R61-C16.bam	G1
SA906-A96172B-R61-C17.bam	G1
SA906-A96172B-R61-C20.bam	S
SA906-A96172B-R61-C22.bam	G1
SA906-A96172B-R61-C24.bam	G1
SA906-A96172B-R61-C28.bam	S
SA906-A96172B-R61-C29.bam	S
SA906-A96172B-R61-C30.bam	G1
SA906-A96172B-R61-C31.bam	G1
SA906-A96172B-R61-C32.bam	S
SA906-A96172B-R61-C37.bam	G1
SA906-A96172B-R61-C41.bam	G1
SA906-A96172B-R61-C55.bam	G1
SA906-A96172B-R61-C57.bam	S
SA906-A96172B-R62-C24.bam	G1
SA906-A96172B-R62-C35.bam	G1
SA906-A96172B-R62-C44.bam	G1
SA906-A96172B-R62-C67.bam	S
SA906-A96172B-R63-C13.bam	S
SA906-A96172B-R63-C24.bam	G1
SA906-A96172B-R63-C31.bam	G1
SA906-A96172B-R63-C32.bam	G1
SA906-A96172B-R63-C43.bam	G1
SA906-A96172B-R63-C48.bam	G1
SA906-A96172B-R64-C07.bam	S
SA906-A96172B-R64-C09.bam	S
SA906-A96172B-R64-C13.bam	G1
SA906-A96172B-R64-C16.bam	G1
SA906-A96172B-R64-C24.bam	G1
SA906-A96172B-R64-C28.bam	S
SA906-A96172B-R64-C35.bam	G1
SA906-A96172B-R64-C41.bam	G1
SA906-A96172B-R64-C43.bam	G1
SA906-A96172B-R64-C60.bam	G1
SA906-A96172B-R64-C63.bam	S
SA906-A96172B-R64-C64.bam	S
SA906-A96172B-R64-C66.bam	G1
SA906-A96172B-R65-C07.bam	G1
SA906-A96172B-R65-C09.bam	G1
SA906-A96172B-R65-C13.bam	G1
SA906-A96172B-R65-C14.bam	G1
SA906-A96172B-R65-C17.bam	G1
SA906-A96172B-R65-C23.bam	G1
